filename,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,平均盈亏比
002088.SZ_pro_bar.csv,18,0.96%,50.00%,16.57%,-12.90%,1.472,0.736
002090.SZ_pro_bar.csv,13,-1.09%,30.77%,39.60%,-22.80%,1.768,0.544
002091.SZ_pro_bar.csv,11,0.01%,54.55%,9.44%,-13.67%,0.836,0.456
002092.SZ_pro_bar.csv,15,2.17%,46.67%,19.31%,-8.17%,2.58,1.204
002093.SZ_pro_bar.csv,11,-3.03%,18.18%,4.85%,-11.16%,0.615,0.112
002094.SZ_pro_bar.csv,12,-5.04%,16.67%,12.20%,-21.86%,0.896,0.149
002095.SZ_pro_bar.csv,12,0.14%,41.67%,27.72%,-19.57%,1.45,0.604
002096.SZ_pro_bar.csv,10,-2.34%,30.00%,11.58%,-11.98%,0.722,0.216
002097.SZ_pro_bar.csv,17,-2.52%,23.53%,10.88%,-10.20%,0.771,0.181
002098.SZ_pro_bar.csv,10,-5.12%,10.00%,10.24%,-14.22%,1.501,0.15
002099.SZ_pro_bar.csv,19,0.87%,42.11%,29.66%,-19.74%,1.728,0.727
002100.SZ_pro_bar.csv,14,-1.67%,35.71%,22.09%,-8.72%,1.072,0.383
002101.SZ_pro_bar.csv,15,3.03%,40.00%,39.95%,-10.29%,2.986,1.194
002102.SZ_pro_bar.csv,16,-0.63%,37.50%,15.18%,-9.05%,1.202,0.451
002103.SZ_pro_bar.csv,8,-0.84%,12.50%,19.60%,-12.59%,5.214,0.652
002104.SZ_pro_bar.csv,15,8.84%,40.00%,142.77%,-11.38%,5.332,2.133
002105.SZ_pro_bar.csv,12,-2.12%,25.00%,6.94%,-16.06%,1.025,0.256
002106.SZ_pro_bar.csv,17,-3.14%,11.76%,3.54%,-8.25%,0.804,0.095
002107.SZ_pro_bar.csv,15,6.07%,53.33%,43.53%,-8.11%,4.215,2.248
002108.SZ_pro_bar.csv,16,1.69%,37.50%,48.79%,-17.88%,2.309,0.866
002109.SZ_pro_bar.csv,11,1.53%,45.45%,13.73%,-6.92%,2.242,1.019
002110.SZ_pro_bar.csv,9,-0.61%,33.33%,10.20%,-6.78%,1.379,0.46
002111.SZ_pro_bar.csv,24,-2.99%,25.00%,2.96%,-10.44%,0.523,0.131
002112.SZ_pro_bar.csv,16,-0.49%,37.50%,11.09%,-12.99%,1.362,0.511
002114.SZ_pro_bar.csv,11,16.13%,72.73%,57.56%,-5.87%,9.119,6.632
002115.SZ_pro_bar.csv,14,2.48%,50.00%,25.37%,-9.72%,2.331,1.166
002116.SZ_pro_bar.csv,13,-0.12%,30.77%,24.56%,-7.20%,2.174,0.669
