代码,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,平均盈亏比
600419.SH_pro_bar,3,-0.91%,33.33%,0.37%,-1.72%,0.24,0.03
600420.SH_pro_bar,2,1.77%,50.00%,3.66%,-0.12%,29.668,4.238
600421.SH_pro_bar,2,3.80%,50.00%,11.13%,-3.54%,3.141,0.449
600422.SH_pro_bar,2,-5.58%,0.00%,-4.13%,-7.04%,0.0,0.0
600423.SH_pro_bar,3,-0.99%,33.33%,1.25%,-2.55%,0.589,0.074
600425.SH_pro_bar,2,-3.65%,50.00%,0.85%,-8.15%,0.104,0.015
600426.SH_pro_bar,0,None,None,None,None,,
600428.SH_pro_bar,3,0.02%,33.33%,0.55%,-0.48%,1.142,0.143
600429.SH_pro_bar,2,-3.44%,0.00%,-0.48%,-6.39%,0.0,0.0
600433.SH_pro_bar,0,None,None,None,None,,
600435.SH_pro_bar,0,None,None,None,None,,
600436.SH_pro_bar,1,5.54%,100.00%,5.54%,0.00%,1.055,0.176
600438.SH_pro_bar,0,None,None,None,None,,
600439.SH_pro_bar,2,-0.12%,50.00%,0.78%,-1.03%,0.758,0.108
600444.SH_pro_bar,6,-0.42%,16.67%,17.66%,-5.20%,4.373,0.398
600446.SH_pro_bar,1,-0.06%,0.00%,-0.06%,-0.06%,0.0,0.0
600448.SH_pro_bar,2,-2.78%,0.00%,-1.59%,-3.97%,0.0,0.0
600449.SH_pro_bar,0,None,None,None,None,,
600452.SH_pro_bar,1,1.40%,100.00%,1.40%,0.00%,1.014,0.169
600455.SH_pro_bar,2,-0.03%,50.00%,2.21%,-2.26%,0.977,0.14
600456.SH_pro_bar,0,None,None,None,None,,
600458.SH_pro_bar,2,-1.21%,0.00%,-0.92%,-1.50%,0.0,0.0
600459.SH_pro_bar,0,None,None,None,None,,
600460.SH_pro_bar,1,-1.48%,0.00%,-1.48%,-1.48%,0.0,0.0
600461.SH_pro_bar,1,-0.13%,0.00%,-0.13%,-0.13%,0.0,0.0
600462.SH_pro_bar,4,0.92%,25.00%,13.50%,-4.13%,4.124,0.458
600463.SH_pro_bar,3,6.56%,66.67%,10.60%,-1.39%,7.577,1.894
600467.SH_pro_bar,10,-0.46%,30.00%,3.03%,-4.56%,0.949,0.19
600468.SH_pro_bar,3,-3.74%,33.33%,1.72%,-8.24%,0.265,0.033
600469.SH_pro_bar,2,2.00%,50.00%,5.80%,-1.80%,3.219,0.46
600470.SH_pro_bar,5,-2.81%,20.00%,1.72%,-12.29%,0.435,0.043
600475.SH_pro_bar,0,None,None,None,None,,
600476.SH_pro_bar,6,-1.69%,33.33%,5.69%,-6.51%,0.879,0.16
600477.SH_pro_bar,0,None,None,None,None,,
600478.SH_pro_bar,2,-1.55%,0.00%,-1.04%,-2.05%,0.0,0.0
600479.SH_pro_bar,2,0.05%,50.00%,0.23%,-0.14%,1.673,0.239
600480.SH_pro_bar,2,-1.97%,0.00%,0.00%,-3.95%,0.0,0.0
600481.SH_pro_bar,3,-0.66%,66.67%,0.65%,-2.96%,0.165,0.041
600482.SH_pro_bar,1,-0.54%,0.00%,-0.54%,-0.54%,0.0,0.0
600483.SH_pro_bar,0,None,None,None,None,,
600486.SH_pro_bar,1,-1.10%,0.00%,-1.10%,-1.10%,0.0,0.0
600487.SH_pro_bar,1,0.00%,0.00%,0.00%,0.00%,1.0,0.0
600488.SH_pro_bar,1,1.36%,100.00%,1.36%,0.00%,1.014,0.169
600489.SH_pro_bar,2,-0.14%,50.00%,0.92%,-1.20%,0.765,0.109
600490.SH_pro_bar,4,2.86%,25.00%,19.10%,-3.09%,7.488,0.832
600491.SH_pro_bar,1,4.64%,100.00%,4.64%,0.00%,1.046,0.174
600493.SH_pro_bar,6,1.04%,66.67%,4.50%,-4.07%,1.073,0.39
600495.SH_pro_bar,2,-4.04%,0.00%,-4.01%,-4.07%,0.0,0.0
600496.SH_pro_bar,1,22.11%,100.00%,22.11%,0.00%,1.221,0.204
600497.SH_pro_bar,2,-0.73%,50.00%,0.39%,-1.85%,0.209,0.03
600498.SH_pro_bar,0,None,None,None,None,,
600499.SH_pro_bar,1,0.00%,0.00%,0.00%,0.00%,1.0,0.0
600500.SH_pro_bar,0,None,None,None,None,,
600501.SH_pro_bar,0,None,None,None,None,,
600502.SH_pro_bar,3,7.42%,66.67%,13.51%,-0.27%,41.443,10.361
600503.SH_pro_bar,1,0.31%,100.00%,0.31%,0.00%,1.003,0.167
600505.SH_pro_bar,3,-0.14%,33.33%,5.25%,-4.38%,1.857,0.232
600506.SH_pro_bar,4,5.51%,25.00%,28.94%,-5.67%,12.566,1.396
600507.SH_pro_bar,2,-0.52%,0.00%,0.00%,-1.04%,0.0,0.0
600508.SH_pro_bar,2,-1.09%,0.00%,-0.85%,-1.33%,0.0,0.0
600509.SH_pro_bar,4,0.56%,50.00%,1.59%,-0.76%,1.982,0.44
600510.SH_pro_bar,0,None,None,None,None,,
600511.SH_pro_bar,1,2.23%,100.00%,2.23%,0.00%,1.022,0.17
600512.SH_pro_bar,8,0.14%,50.00%,3.66%,-3.42%,0.617,0.19
600513.SH_pro_bar,2,-2.01%,50.00%,0.45%,-4.47%,0.101,0.014
600515.SH_pro_bar,1,-1.74%,0.00%,-1.74%,-1.74%,0.0,0.0
600516.SH_pro_bar,1,3.15%,100.00%,3.15%,0.00%,1.031,0.172
600517.SH_pro_bar,1,-0.84%,0.00%,-0.84%,-0.84%,0.0,0.0
600518.SH_pro_bar,0,None,None,None,None,,
600519.SH_pro_bar,0,None,None,None,None,,
600520.SH_pro_bar,4,0.54%,75.00%,4.42%,-4.51%,0.494,0.165
600521.SH_pro_bar,0,None,None,None,None,,
600522.SH_pro_bar,2,4.25%,50.00%,10.05%,-1.55%,6.481,0.926
600523.SH_pro_bar,2,4.40%,100.00%,8.33%,0.47%,1.044,0.298
600525.SH_pro_bar,2,3.31%,100.00%,5.06%,1.56%,1.033,0.295
600526.SH_pro_bar,2,-2.54%,0.00%,-0.51%,-4.57%,0.0,0.0
600527.SH_pro_bar,6,-1.29%,33.33%,1.64%,-3.64%,0.453,0.082
600528.SH_pro_bar,2,1.86%,50.00%,4.09%,-0.37%,11.068,1.581
600529.SH_pro_bar,0,None,None,None,None,,
600530.SH_pro_bar,3,-3.72%,0.00%,-1.25%,-5.74%,0.0,0.0
600531.SH_pro_bar,1,0.88%,100.00%,0.88%,0.00%,1.009,0.168
600533.SH_pro_bar,4,-0.57%,25.00%,4.83%,-5.09%,1.36,0.151
600535.SH_pro_bar,1,-0.55%,0.00%,-0.55%,-0.55%,0.0,0.0
600536.SH_pro_bar,0,None,None,None,None,,
600537.SH_pro_bar,1,-0.74%,0.00%,-0.74%,-0.74%,0.0,0.0
600538.SH_pro_bar,4,-1.07%,25.00%,1.51%,-2.52%,0.782,0.087
600539.SH_pro_bar,2,-2.96%,0.00%,-1.60%,-4.33%,0.0,0.0
600540.SH_pro_bar,6,0.08%,50.00%,5.48%,-4.90%,1.079,0.294
600543.SH_pro_bar,5,4.17%,100.00%,10.88%,0.35%,1.042,0.521
600545.SH_pro_bar,4,-2.21%,25.00%,0.36%,-4.38%,0.118,0.013
600546.SH_pro_bar,0,None,None,None,None,,
600547.SH_pro_bar,1,0.52%,100.00%,0.52%,0.00%,1.005,0.168
600548.SH_pro_bar,2,-0.58%,50.00%,0.13%,-1.28%,0.099,0.014
600549.SH_pro_bar,0,None,None,None,None,,
600550.SH_pro_bar,5,2.50%,20.00%,14.45%,-1.43%,22.373,2.237
600551.SH_pro_bar,2,-0.57%,50.00%,0.45%,-1.60%,0.284,0.041
600552.SH_pro_bar,1,-3.34%,0.00%,-3.34%,-3.34%,0.0,0.0
600556.SH_pro_bar,2,-0.77%,50.00%,5.47%,-7.00%,0.781,0.112
600557.SH_pro_bar,0,None,None,None,None,,
600558.SH_pro_bar,4,-1.01%,50.00%,3.75%,-5.89%,0.525,0.117
600559.SH_pro_bar,0,None,None,None,None,,
600560.SH_pro_bar,9,0.12%,55.56%,4.75%,-3.66%,0.906,0.324
600561.SH_pro_bar,5,5.30%,80.00%,23.84%,-1.88%,3.777,1.511
600562.SH_pro_bar,1,-2.40%,0.00%,-2.40%,-2.40%,0.0,0.0
600563.SH_pro_bar,1,-0.36%,0.00%,-0.36%,-0.36%,0.0,0.0
600566.SH_pro_bar,1,-1.47%,0.00%,-1.47%,-1.47%,0.0,0.0
600567.SH_pro_bar,3,-1.59%,33.33%,1.01%,-4.59%,0.349,0.044
600568.SH_pro_bar,2,-2.86%,0.00%,-2.75%,-2.96%,0.0,0.0
600569.SH_pro_bar,1,-1.05%,0.00%,-1.05%,-1.05%,0.0,0.0
600570.SH_pro_bar,1,-1.16%,0.00%,-1.16%,-1.16%,0.0,0.0
600571.SH_pro_bar,2,11.45%,100.00%,21.61%,1.29%,1.115,0.318
600572.SH_pro_bar,2,0.54%,50.00%,1.60%,-0.53%,3.04,0.434
600573.SH_pro_bar,3,-1.74%,33.33%,0.70%,-4.56%,0.236,0.03
600575.SH_pro_bar,3,-0.56%,33.33%,1.49%,-3.17%,0.468,0.059
600576.SH_pro_bar,2,0.14%,50.00%,1.29%,-1.00%,1.287,0.184
600577.SH_pro_bar,3,1.62%,66.67%,2.56%,0.00%,1.024,0.256
600578.SH_pro_bar,0,None,None,None,None,,
600579.SH_pro_bar,4,1.80%,50.00%,9.75%,-5.66%,1.135,0.252
600580.SH_pro_bar,1,-2.71%,0.00%,-2.71%,-2.71%,0.0,0.0
600581.SH_pro_bar,3,-2.28%,0.00%,-0.68%,-4.24%,0.0,0.0
600582.SH_pro_bar,1,1.91%,100.00%,1.91%,0.00%,1.019,0.17
600583.SH_pro_bar,2,-2.58%,0.00%,-0.36%,-4.79%,0.0,0.0
600584.SH_pro_bar,1,1.95%,100.00%,1.95%,0.00%,1.019,0.17
600585.SH_pro_bar,0,None,None,None,None,,
600586.SH_pro_bar,3,2.34%,66.67%,7.53%,-2.21%,2.094,0.523
600587.SH_pro_bar,1,-0.57%,0.00%,-0.57%,-0.57%,0.0,0.0
600588.SH_pro_bar,0,None,None,None,None,,
600589.SH_pro_bar,5,1.63%,40.00%,8.68%,-2.18%,3.966,0.793
600590.SH_pro_bar,2,3.99%,100.00%,7.12%,0.85%,1.04,0.297
600592.SH_pro_bar,0,None,None,None,None,,
600593.SH_pro_bar,2,-0.83%,50.00%,2.71%,-4.36%,0.621,0.089
600594.SH_pro_bar,1,5.53%,100.00%,5.53%,0.00%,1.055,0.176
600595.SH_pro_bar,3,-0.59%,66.67%,2.26%,-5.08%,0.325,0.081
600596.SH_pro_bar,0,None,None,None,None,,
600597.SH_pro_bar,3,0.50%,66.67%,1.98%,-0.60%,1.731,0.433
600598.SH_pro_bar,0,None,None,None,None,,
600599.SH_pro_bar,3,-0.61%,0.00%,-0.36%,-0.79%,0.0,0.0
600600.SH_pro_bar,0,None,None,None,None,,
600601.SH_pro_bar,1,-2.77%,0.00%,-2.77%,-2.77%,0.0,0.0
600602.SH_pro_bar,3,6.62%,66.67%,22.90%,-4.96%,2.504,0.626
600603.SH_pro_bar,3,1.67%,66.67%,6.17%,-1.59%,2.078,0.519
600604.SH_pro_bar,0,None,None,None,None,,
600605.SH_pro_bar,6,-0.13%,66.67%,1.28%,-1.93%,0.386,0.14
600606.SH_pro_bar,1,-2.58%,0.00%,-2.58%,-2.58%,0.0,0.0
600608.SH_pro_bar,0,None,None,None,None,,
600609.SH_pro_bar,3,2.10%,66.67%,6.55%,-0.45%,7.54,1.885
600610.SH_pro_bar,0,None,None,None,None,,
600611.SH_pro_bar,2,4.71%,100.00%,8.56%,0.87%,1.047,0.299
600612.SH_pro_bar,1,-1.88%,0.00%,-1.88%,-1.88%,0.0,0.0
600613.SH_pro_bar,3,0.65%,33.33%,2.54%,-0.42%,8.795,1.099
600615.SH_pro_bar,6,3.79%,100.00%,6.22%,0.39%,1.038,0.566
600616.SH_pro_bar,4,-2.80%,25.00%,3.90%,-9.02%,0.775,0.086
600617.SH_pro_bar,5,-0.56%,20.00%,7.20%,-5.59%,2.881,0.288
600618.SH_pro_bar,0,None,None,None,None,,
600619.SH_pro_bar,3,2.17%,100.00%,2.61%,1.95%,1.022,0.383
600620.SH_pro_bar,3,-1.75%,33.33%,1.29%,-5.41%,0.395,0.049
600621.SH_pro_bar,1,5.52%,100.00%,5.52%,0.00%,1.055,0.176
600622.SH_pro_bar,4,-2.82%,0.00%,-2.08%,-4.25%,0.0,0.0
600623.SH_pro_bar,1,-0.36%,0.00%,-0.36%,-0.36%,0.0,0.0
600624.SH_pro_bar,5,-1.79%,20.00%,0.95%,-5.43%,0.384,0.038
600626.SH_pro_bar,2,3.58%,50.00%,8.59%,-1.44%,5.97,0.853
600628.SH_pro_bar,5,-0.21%,40.00%,7.03%,-7.83%,1.361,0.272
600629.SH_pro_bar,11,-1.47%,36.36%,2.75%,-11.37%,0.497,0.124
600630.SH_pro_bar,5,-1.03%,40.00%,0.94%,-3.17%,0.26,0.052
600633.SH_pro_bar,2,-4.26%,0.00%,-3.52%,-5.00%,0.0,0.0
600635.SH_pro_bar,5,-0.01%,60.00%,1.57%,-2.69%,0.659,0.198
600636.SH_pro_bar,2,-0.32%,0.00%,-0.10%,-0.54%,0.0,0.0
600637.SH_pro_bar,0,None,None,None,None,,
600638.SH_pro_bar,2,-0.65%,0.00%,0.00%,-1.29%,0.0,0.0
600639.SH_pro_bar,5,-0.12%,40.00%,4.25%,-3.62%,1.334,0.267
600640.SH_pro_bar,2,0.55%,50.00%,3.03%,-1.93%,1.569,0.224
600641.SH_pro_bar,1,-1.37%,0.00%,-1.37%,-1.37%,0.0,0.0
600642.SH_pro_bar,0,None,None,None,None,,
600643.SH_pro_bar,3,-1.87%,0.00%,-0.84%,-3.71%,0.0,0.0
600644.SH_pro_bar,6,-1.38%,16.67%,3.99%,-5.54%,1.628,0.148
600645.SH_pro_bar,5,-1.52%,20.00%,3.32%,-5.04%,1.213,0.121
600648.SH_pro_bar,3,-0.76%,33.33%,0.87%,-1.90%,0.549,0.069
600649.SH_pro_bar,3,-2.29%,0.00%,-1.42%,-3.47%,0.0,0.0
600650.SH_pro_bar,4,-0.84%,25.00%,3.96%,-2.89%,1.618,0.18
600651.SH_pro_bar,5,-0.70%,60.00%,1.80%,-4.03%,0.295,0.089
600653.SH_pro_bar,10,0.26%,40.00%,6.10%,-8.27%,1.506,0.401
600654.SH_pro_bar,3,2.28%,66.67%,7.49%,-2.55%,1.837,0.459
600655.SH_pro_bar,0,None,None,None,None,,
600657.SH_pro_bar,2,-4.93%,50.00%,2.48%,-12.34%,0.201,0.029
600658.SH_pro_bar,6,-0.41%,50.00%,1.23%,-2.47%,0.272,0.074
600660.SH_pro_bar,1,-0.91%,0.00%,-0.91%,-0.91%,0.0,0.0
600661.SH_pro_bar,2,1.10%,50.00%,5.66%,-3.45%,1.639,0.234
600662.SH_pro_bar,4,2.08%,25.00%,13.30%,-3.22%,8.034,0.893
600663.SH_pro_bar,3,-1.10%,0.00%,-0.86%,-1.42%,0.0,0.0
600664.SH_pro_bar,4,-0.72%,50.00%,1.68%,-3.68%,0.481,0.107
600665.SH_pro_bar,5,-0.60%,0.00%,-0.33%,-1.36%,0.0,0.0
600666.SH_pro_bar,4,-2.88%,25.00%,0.78%,-10.20%,0.19,0.021
600667.SH_pro_bar,5,-0.92%,20.00%,0.18%,-4.21%,0.115,0.011
600668.SH_pro_bar,0,None,None,None,None,,
600671.SH_pro_bar,1,-2.12%,0.00%,-2.12%,-2.12%,0.0,0.0
600673.SH_pro_bar,2,-0.04%,50.00%,0.39%,-0.47%,0.828,0.118
600674.SH_pro_bar,1,-1.50%,0.00%,-1.50%,-1.50%,0.0,0.0
600675.SH_pro_bar,3,-1.90%,0.00%,-1.37%,-2.27%,0.0,0.0
600676.SH_pro_bar,5,-1.63%,20.00%,2.23%,-5.88%,0.644,0.064
600678.SH_pro_bar,4,3.71%,50.00%,12.15%,-2.71%,4.455,0.99
600679.SH_pro_bar,3,-3.30%,66.67%,2.52%,-13.37%,0.129,0.032
600681.SH_pro_bar,4,-1.06%,25.00%,1.23%,-3.26%,0.673,0.075
600682.SH_pro_bar,2,1.03%,50.00%,3.27%,-1.21%,2.705,0.386
600683.SH_pro_bar,1,-4.36%,0.00%,-4.36%,-4.36%,0.0,0.0
600684.SH_pro_bar,7,0.68%,57.14%,7.28%,-2.91%,1.443,0.481
600685.SH_pro_bar,5,7.45%,60.00%,22.43%,-0.44%,46.402,13.921
600686.SH_pro_bar,3,-2.60%,33.33%,0.14%,-4.89%,0.035,0.004
600688.SH_pro_bar,1,0.79%,100.00%,0.79%,0.00%,1.008,0.168
600689.SH_pro_bar,9,-0.60%,22.22%,8.72%,-6.77%,2.446,0.349
600690.SH_pro_bar,1,-3.28%,0.00%,-3.28%,-3.28%,0.0,0.0
600691.SH_pro_bar,4,-1.09%,25.00%,0.98%,-2.79%,0.366,0.041
600692.SH_pro_bar,5,0.00%,60.00%,1.22%,-1.53%,0.671,0.201
600693.SH_pro_bar,7,-1.27%,28.57%,1.55%,-4.89%,0.418,0.07
600694.SH_pro_bar,1,1.23%,100.00%,1.23%,0.00%,1.012,0.169
600696.SH_pro_bar,2,4.35%,100.00%,7.62%,1.08%,1.043,0.298
600697.SH_pro_bar,4,0.64%,25.00%,7.42%,-1.72%,4.595,0.511
600698.SH_pro_bar,6,-1.28%,50.00%,5.51%,-10.85%,0.316,0.086
600699.SH_pro_bar,0,None,None,None,None,,
600702.SH_pro_bar,0,None,None,None,None,,
600703.SH_pro_bar,1,-2.08%,0.00%,-2.08%,-2.08%,0.0,0.0
600704.SH_pro_bar,1,1.51%,100.00%,1.51%,0.00%,1.015,0.169
600706.SH_pro_bar,2,-4.39%,0.00%,-2.30%,-6.49%,0.0,0.0
600707.SH_pro_bar,0,None,None,None,None,,
600708.SH_pro_bar,3,-0.33%,33.33%,1.47%,-1.61%,1.199,0.15
600710.SH_pro_bar,5,-0.85%,20.00%,3.51%,-3.96%,1.813,0.181
600711.SH_pro_bar,0,None,None,None,None,,
600712.SH_pro_bar,5,2.54%,80.00%,10.94%,-2.79%,1.386,0.554
600713.SH_pro_bar,1,-1.09%,0.00%,-1.09%,-1.09%,0.0,0.0
600714.SH_pro_bar,2,-1.60%,0.00%,-1.05%,-2.16%,0.0,0.0
600715.SH_pro_bar,6,-1.17%,33.33%,1.96%,-5.26%,0.587,0.107
600716.SH_pro_bar,9,2.48%,44.44%,21.19%,-1.22%,10.44,2.983
600717.SH_pro_bar,6,-0.52%,50.00%,0.55%,-1.78%,0.263,0.072
600718.SH_pro_bar,2,0.51%,100.00%,0.93%,0.10%,1.005,0.287
600719.SH_pro_bar,4,-0.14%,50.00%,1.94%,-2.02%,0.861,0.191
600720.SH_pro_bar,3,1.77%,66.67%,5.23%,-0.66%,4.51,1.127
600721.SH_pro_bar,3,1.52%,100.00%,2.85%,0.35%,1.015,0.381
600722.SH_pro_bar,6,-1.57%,33.33%,0.70%,-5.74%,0.243,0.044
600724.SH_pro_bar,2,-2.64%,50.00%,0.54%,-5.81%,0.093,0.013
600725.SH_pro_bar,4,1.24%,75.00%,2.84%,0.00%,1.017,0.339
600726.SH_pro_bar,7,-0.02%,57.14%,4.20%,-4.44%,0.737,0.246
600727.SH_pro_bar,3,1.57%,66.67%,4.74%,-1.73%,1.864,0.466
600728.SH_pro_bar,1,11.90%,100.00%,11.90%,0.00%,1.119,0.187
600729.SH_pro_bar,1,-0.16%,0.00%,-0.16%,-0.16%,0.0,0.0
600730.SH_pro_bar,4,-3.82%,0.00%,-1.16%,-6.78%,0.0,0.0
600731.SH_pro_bar,1,0.20%,100.00%,0.20%,0.00%,1.002,0.167
600732.SH_pro_bar,1,-6.95%,0.00%,-6.95%,-6.95%,0.0,0.0
600733.SH_pro_bar,2,0.69%,50.00%,2.42%,-1.03%,2.348,0.335
600734.SH_pro_bar,0,None,None,None,None,,
600735.SH_pro_bar,4,0.48%,50.00%,3.77%,-2.03%,0.971,0.216
600736.SH_pro_bar,4,-0.67%,25.00%,4.23%,-5.04%,1.227,0.136
600737.SH_pro_bar,1,1.93%,100.00%,1.93%,0.00%,1.019,0.17
600738.SH_pro_bar,1,-2.08%,0.00%,-2.08%,-2.08%,0.0,0.0
600739.SH_pro_bar,0,None,None,None,None,,
600740.SH_pro_bar,4,-0.01%,25.00%,4.50%,-2.37%,2.972,0.33
600741.SH_pro_bar,0,None,None,None,None,,
600742.SH_pro_bar,2,5.14%,100.00%,9.79%,0.50%,1.051,0.3
600743.SH_pro_bar,2,-0.84%,0.00%,0.00%,-1.68%,0.0,0.0
600744.SH_pro_bar,8,-1.90%,37.50%,1.58%,-8.43%,0.172,0.04
600745.SH_pro_bar,0,None,None,None,None,,
600746.SH_pro_bar,3,-1.53%,0.00%,0.00%,-4.59%,0.0,0.0
600748.SH_pro_bar,4,-3.05%,0.00%,-0.77%,-5.93%,0.0,0.0
600749.SH_pro_bar,3,-1.07%,33.33%,0.28%,-1.77%,0.159,0.02
600750.SH_pro_bar,1,2.65%,100.00%,2.65%,0.00%,1.026,0.171
600751.SH_pro_bar,3,-3.42%,0.00%,-0.71%,-8.81%,0.0,0.0
600753.SH_pro_bar,7,-0.09%,42.86%,4.49%,-2.62%,1.202,0.3
600754.SH_pro_bar,1,-1.14%,0.00%,-1.14%,-1.14%,0.0,0.0
600755.SH_pro_bar,1,-1.54%,0.00%,-1.54%,-1.54%,0.0,0.0
600756.SH_pro_bar,0,None,None,None,None,,
600757.SH_pro_bar,0,None,None,None,None,,
600758.SH_pro_bar,4,-4.32%,25.00%,0.60%,-15.29%,0.067,0.007
600759.SH_pro_bar,3,-5.42%,0.00%,-4.58%,-6.73%,0.0,0.0
600760.SH_pro_bar,1,-4.86%,0.00%,-4.86%,-4.86%,0.0,0.0
600761.SH_pro_bar,1,4.11%,100.00%,4.11%,0.00%,1.041,0.174
600763.SH_pro_bar,1,5.60%,100.00%,5.60%,0.00%,1.056,0.176
600764.SH_pro_bar,6,0.46%,33.33%,9.59%,-3.37%,2.662,0.484
600765.SH_pro_bar,0,None,None,None,None,,
600768.SH_pro_bar,2,-0.16%,50.00%,2.39%,-2.71%,0.883,0.126
600769.SH_pro_bar,2,-1.34%,50.00%,3.33%,-6.00%,0.554,0.079
600770.SH_pro_bar,1,8.31%,100.00%,8.31%,0.00%,1.083,0.181
600771.SH_pro_bar,1,2.24%,100.00%,2.24%,0.00%,1.022,0.17
600773.SH_pro_bar,3,-2.45%,0.00%,-1.17%,-3.17%,0.0,0.0
600774.SH_pro_bar,2,-3.42%,0.00%,-0.53%,-6.31%,0.0,0.0
600775.SH_pro_bar,3,2.96%,66.67%,6.31%,-1.46%,3.546,0.887
600776.SH_pro_bar,3,0.52%,33.33%,4.29%,-2.00%,3.151,0.394
600777.SH_pro_bar,5,-3.31%,0.00%,0.00%,-8.42%,0.0,0.0
600778.SH_pro_bar,3,-0.05%,33.33%,2.68%,-1.99%,1.887,0.236
600779.SH_pro_bar,1,-1.56%,0.00%,-1.56%,-1.56%,0.0,0.0
600780.SH_pro_bar,3,-1.92%,33.33%,0.52%,-3.97%,0.167,0.021
600782.SH_pro_bar,2,0.33%,50.00%,2.84%,-2.18%,1.301,0.186
600783.SH_pro_bar,4,-1.14%,0.00%,0.00%,-2.36%,0.0,0.0
600784.SH_pro_bar,1,0.60%,100.00%,0.60%,0.00%,1.006,0.168
600785.SH_pro_bar,2,1.14%,50.00%,5.76%,-3.47%,1.66,0.237
600787.SH_pro_bar,1,-0.40%,0.00%,-0.40%,-0.40%,0.0,0.0
600789.SH_pro_bar,1,-1.85%,0.00%,-1.85%,-1.85%,0.0,0.0
600790.SH_pro_bar,6,0.11%,66.67%,2.35%,-2.29%,0.601,0.218
600791.SH_pro_bar,2,-2.62%,0.00%,0.00%,-5.23%,0.0,0.0
600792.SH_pro_bar,5,-0.04%,40.00%,2.82%,-2.82%,1.446,0.289
600793.SH_pro_bar,1,-4.37%,0.00%,-4.37%,-4.37%,0.0,0.0
600794.SH_pro_bar,3,0.33%,66.67%,1.12%,-0.67%,1.234,0.309
600795.SH_pro_bar,2,-1.68%,0.00%,-1.24%,-2.12%,0.0,0.0
600796.SH_pro_bar,5,-3.58%,0.00%,0.00%,-9.73%,0.0,0.0
600797.SH_pro_bar,4,2.07%,75.00%,5.99%,-1.18%,2.668,0.889
600798.SH_pro_bar,4,-2.07%,50.00%,1.99%,-7.32%,0.301,0.067
600800.SH_pro_bar,4,-2.26%,0.00%,-0.53%,-3.98%,0.0,0.0
600801.SH_pro_bar,1,4.09%,100.00%,4.09%,0.00%,1.041,0.173
600802.SH_pro_bar,0,None,None,None,None,,
600803.SH_pro_bar,2,-0.00%,50.00%,0.40%,-0.40%,0.998,0.143
600805.SH_pro_bar,1,-4.01%,0.00%,-4.01%,-4.01%,0.0,0.0
600807.SH_pro_bar,3,4.64%,66.67%,10.20%,-0.86%,8.557,2.139
600808.SH_pro_bar,1,0.00%,0.00%,0.00%,0.00%,1.0,0.0
600809.SH_pro_bar,0,None,None,None,None,,
600810.SH_pro_bar,3,-0.77%,0.00%,-0.15%,-1.48%,0.0,0.0
600812.SH_pro_bar,5,1.00%,40.00%,13.46%,-7.13%,2.289,0.458
600814.SH_pro_bar,3,4.87%,66.67%,8.38%,-0.48%,15.642,3.91
600815.SH_pro_bar,10,-0.03%,30.00%,8.12%,-3.73%,2.285,0.457
600816.SH_pro_bar,2,-0.80%,0.00%,0.00%,-1.60%,0.0,0.0
600817.SH_pro_bar,3,-0.86%,33.33%,0.84%,-2.53%,0.495,0.062
600818.SH_pro_bar,3,0.41%,66.67%,1.95%,-2.40%,0.759,0.19
600819.SH_pro_bar,3,0.02%,33.33%,1.14%,-1.06%,1.068,0.134
600820.SH_pro_bar,0,None,None,None,None,,
600821.SH_pro_bar,1,-0.40%,0.00%,-0.40%,-0.40%,0.0,0.0
600822.SH_pro_bar,2,-2.15%,0.00%,-1.32%,-2.98%,0.0,0.0
600824.SH_pro_bar,6,-2.37%,0.00%,-0.24%,-5.79%,0.0,0.0
600825.SH_pro_bar,7,-1.58%,28.57%,1.46%,-7.46%,0.442,0.074
600826.SH_pro_bar,1,-0.22%,0.00%,-0.22%,-0.22%,0.0,0.0
600827.SH_pro_bar,4,-1.09%,25.00%,1.03%,-3.26%,0.571,0.063
600828.SH_pro_bar,2,2.44%,50.00%,5.28%,-0.41%,12.894,1.842
600829.SH_pro_bar,6,-1.24%,33.33%,1.54%,-3.66%,0.368,0.067
600830.SH_pro_bar,4,1.73%,50.00%,9.92%,-3.35%,2.6,0.578
600831.SH_pro_bar,1,7.80%,100.00%,7.80%,0.00%,1.078,0.18
600833.SH_pro_bar,7,0.42%,42.86%,10.92%,-3.74%,1.762,0.44
600834.SH_pro_bar,5,-0.08%,20.00%,2.78%,-2.25%,3.498,0.35
600835.SH_pro_bar,4,0.49%,25.00%,5.20%,-1.79%,4.831,0.537
600838.SH_pro_bar,3,0.43%,66.67%,8.27%,-7.87%,0.581,0.145
600839.SH_pro_bar,2,-0.01%,50.00%,0.33%,-0.35%,0.944,0.135
600841.SH_pro_bar,5,2.74%,80.00%,8.80%,-4.84%,0.958,0.383
600843.SH_pro_bar,2,-3.48%,0.00%,-2.49%,-4.47%,0.0,0.0
600844.SH_pro_bar,3,0.71%,33.33%,6.61%,-3.38%,2.958,0.37
600845.SH_pro_bar,0,None,None,None,None,,
600846.SH_pro_bar,0,None,None,None,None,,
600847.SH_pro_bar,4,0.98%,25.00%,6.87%,-2.51%,4.683,0.52
600848.SH_pro_bar,1,2.40%,100.00%,2.40%,0.00%,1.024,0.171
600850.SH_pro_bar,2,0.21%,50.00%,4.34%,-3.92%,1.106,0.158
